2021-10-12 21:50:33.765 +0000	START		Running MasterScript.script
2021-10-12 21:50:34.116 +0000	doubleclick	ChromeIcon	at (189, 696)	2	on_utils_openbrowser	Utils/OpenBrowser.script
2021-10-12 21:50:37.327 +0000	typetext		http://epftraining.eggplantsoftware.com/responsive_form.html[returnKey]	3	on_utils_navigatewebsite	Utils/NavigateWebSite.script
2021-10-12 21:50:47.028 +0000	waitfor	TitleOfPage	found at (437, 114)	11	on_exercise4	Exercise4.script
2021-10-12 21:50:47.038 +0000	Log		Randy me@you.com Hi everyone! Purple Laptop Breakfast	21	on_exercise4	Exercise4.script
2021-10-12 21:50:47.293 +0000	click	FullName	at (719, 179)	23	on_exercise4	Exercise4.script
2021-10-12 21:50:48.162 +0000	typetext		Randy	24	on_exercise4	Exercise4.script
2021-10-12 21:50:49.049 +0000	click	Email	at (740, 210)	26	on_exercise4	Exercise4.script
2021-10-12 21:50:50.035 +0000	typetext		me@you.com	27	on_exercise4	Exercise4.script
2021-10-12 21:50:50.932 +0000	click	Message	at (753, 284)	29	on_exercise4	Exercise4.script
2021-10-12 21:50:51.976 +0000	typetext		Hi everyone!	30	on_exercise4	Exercise4.script
2021-10-12 21:50:51.985 +0000	set		SEARCHRECTANGLE = [629,400,714,473]	32	on_exercise4	Exercise4.script
2021-10-12 21:50:52.787 +0000	imagefound	(TEXT:"Purple")	found at (672, 464)	33	on_exercise4	Exercise4.script
2021-10-12 21:50:53.123 +0000	click	(TEXT:"Purple")	at (672, 464)	34	on_exercise4	Exercise4.script
2021-10-12 21:50:53.140 +0000	set		SEARCHRECTANGLE = [630,488,715,561]	39	on_exercise4	Exercise4.script
2021-10-12 21:50:54.009 +0000	click	(TEXT:"Laptop")	at (673, 526)	40	on_exercise4	Exercise4.script
2021-10-12 21:50:54.015 +0000	set		SEARCHRECTANGLE = []	42	on_exercise4	Exercise4.script
2021-10-12 21:50:54.977 +0000	click	SupperTime	at (669, 584)	44	on_exercise4	Exercise4.script
2021-10-12 21:50:54.978 +0000	set		SEARCHRECTANGLE = [626,593,716,653]	46	on_exercise4	Exercise4.script
2021-10-12 21:50:55.854 +0000	click	(TEXT:"Breakfast")	at (661, 603)	47	on_exercise4	Exercise4.script
